time,open,high,low,close,tick_volume,spread,real_volume,MA_50,MA_200,Signal
2023-10-05 22:00:00,1820.25,1820.89,1819.73,1820.35,4741,4,0,1821.8615384615384,1821.8615384615384,0
2023-10-05 23:00:00,1820.35,1820.63,1819.48,1820.24,1426,2,0,1821.8014814814815,1821.8014814814815,0
2023-10-06 01:00:00,1820.41,1821.41,1820.27,1821.18,808,2,0,1821.7792857142856,1821.7792857142856,0
2023-10-06 02:00:00,1821.19,1823.21,1821.15,1821.28,1422,2,0,1821.7620689655173,1821.7620689655173,0
2023-10-06 03:00:00,1821.28,1822.18,1820.24,1820.7,2906,2,0,1821.7266666666667,1821.7266666666667,0
2023-10-06 04:00:00,1820.7,1823.25,1819.71,1822.81,4236,4,0,1821.7616129032258,1821.7616129032258,0
2023-10-06 05:00:00,1822.8,1824.12,1822.43,1823.85,3391,4,0,1821.826875,1821.826875,0
2023-10-06 06:00:00,1823.86,1824.47,1823.31,1824.0,2503,2,0,1821.8927272727271,1821.8927272727271,0
2023-10-06 07:00:00,1823.98,1824.58,1822.57,1822.79,2334,4,0,1821.9191176470588,1821.9191176470588,0
2023-10-06 08:00:00,1822.79,1822.91,1820.74,1821.36,3004,2,0,1821.903142857143,1821.903142857143,0
2023-10-06 09:00:00,1821.39,1821.64,1818.62,1819.42,4389,4,0,1821.8341666666665,1821.8341666666665,0
2023-10-06 10:00:00,1819.42,1821.63,1818.61,1821.41,8283,4,0,1821.8227027027028,1821.8227027027028,0
2023-10-06 11:00:00,1821.41,1822.11,1819.32,1821.93,5836,4,0,1821.8255263157894,1821.8255263157894,0
2023-10-06 12:00:00,1821.93,1822.34,1820.06,1820.5,4709,4,0,1821.7915384615383,1821.7915384615383,0
2023-10-06 13:00:00,1820.51,1825.14,1820.48,1822.61,6235,4,0,1821.812,1821.812,0
2023-10-06 14:00:00,1822.61,1822.79,1820.69,1821.27,5922,4,0,1821.7987804878048,1821.7987804878048,0
2023-10-06 15:00:00,1821.27,1821.75,1810.47,1815.11,29949,2,0,1821.6395238095238,1821.6395238095238,0
2023-10-06 16:00:00,1815.08,1826.04,1813.92,1821.24,33806,3,0,1821.6302325581396,1821.6302325581396,0
2023-10-06 17:00:00,1821.29,1831.52,1820.93,1823.58,24875,4,0,1821.6745454545453,1821.6745454545453,0
2023-10-06 18:00:00,1823.58,1834.9,1823.57,1832.63,24000,3,0,1821.918,1821.918,0
2023-10-06 19:00:00,1832.63,1833.45,1829.0,1829.21,12825,4,0,1822.0765217391306,1822.0765217391306,0
2023-10-06 20:00:00,1829.22,1832.25,1828.81,1831.85,8139,4,0,1822.2844680851063,1822.2844680851063,0
2023-10-06 21:00:00,1831.89,1833.98,1831.51,1831.89,4826,4,0,1822.4845833333331,1822.4845833333331,0
2023-10-06 22:00:00,1831.89,1831.98,1829.05,1829.45,4773,4,0,1822.6267346938778,1822.6267346938778,0
2023-10-06 23:00:00,1829.46,1832.24,1828.92,1831.84,1755,2,0,1822.8110000000001,1822.8110000000001,0
2023-10-09 01:00:00,1847.52,1855.6,1845.44,1849.73,6969,5,0,1823.4382,1823.3388235294117,1
2023-10-09 02:00:00,1849.73,1849.84,1846.45,1847.95,3794,10,0,1824.045,1823.8121153846153,1
2023-10-09 03:00:00,1847.96,1852.48,1846.26,1852.38,5460,4,0,1824.6262,1824.3511320754717,1
2023-10-09 04:00:00,1852.38,1852.79,1847.33,1849.03,9069,4,0,1825.1848,1824.8081481481481,1
2023-10-09 05:00:00,1849.01,1852.8,1848.83,1850.46,4542,4,0,1825.7458000000001,1825.2745454545457,1
2023-10-09 06:00:00,1850.49,1851.55,1848.7,1851.11,2951,4,0,1826.3174000000001,1825.735892857143,1
2023-10-09 07:00:00,1851.11,1853.29,1850.09,1850.5,3250,4,0,1826.8144,1826.1703508771932,1
2023-10-09 08:00:00,1850.54,1852.33,1848.08,1851.83,5042,4,0,1827.2894000000001,1826.6127586206896,1
2023-10-09 09:00:00,1851.84,1854.48,1849.94,1850.06,8394,4,0,1827.7668000000003,1827.0101694915256,1
2023-10-09 10:00:00,1850.06,1852.61,1848.07,1850.48,9690,4,0,1828.2105999999999,1827.4013333333335,1
2023-10-09 11:00:00,1850.45,1850.96,1848.94,1850.46,6352,4,0,1828.6663999999998,1827.779344262295,1
2023-10-09 12:00:00,1850.47,1852.34,1849.98,1851.21,4953,4,0,1829.1644000000001,1828.157258064516,1
2023-10-09 13:00:00,1851.22,1852.0,1849.83,1850.14,4359,4,0,1829.7220000000002,1828.5061904761906,1
2023-10-09 14:00:00,1850.13,1850.42,1849.07,1850.02,4042,4,0,1830.3082000000002,1828.84234375,1
2023-10-09 15:00:00,1850.02,1850.06,1845.01,1848.0,9792,4,0,1830.8706,1829.137076923077,1
2023-10-09 16:00:00,1847.99,1849.48,1844.23,1845.37,19765,4,0,1831.338,1829.3830303030302,1
2023-10-09 17:00:00,1845.35,1852.48,1845.1,1852.09,12135,4,0,1831.915,1829.7219402985074,1
2023-10-09 18:00:00,1852.1,1853.21,1850.56,1851.59,9510,4,0,1832.486,1830.043529411765,1
2023-10-09 19:00:00,1851.6,1851.82,1848.68,1850.06,6259,4,0,1833.1732000000002,1830.333623188406,1
2023-10-09 20:00:00,1850.06,1855.5,1849.97,1854.49,7218,4,0,1833.8491999999999,1830.6787142857142,1
2023-10-09 21:00:00,1854.48,1857.66,1854.47,1857.1,4446,4,0,1834.5926000000002,1831.0508450704226,1
2023-10-09 22:00:00,1857.08,1863.49,1856.99,1863.3,5538,4,0,1835.5480000000002,1831.49875,1
2023-10-09 23:00:00,1863.28,1863.28,1860.82,1861.35,1712,4,0,1836.4119999999998,1831.9076712328767,1
2023-10-10 01:00:00,1861.18,1861.8,1860.58,1861.46,1144,4,0,1837.2586000000001,1832.307027027027,1
2023-10-10 02:00:00,1861.45,1862.73,1860.35,1862.55,2051,4,0,1838.1044,1832.7102666666665,1
2023-10-10 03:00:00,1862.54,1865.37,1861.41,1864.06,7934,4,0,1838.9786000000001,1833.1227631578945,1
2023-10-10 04:00:00,1864.09,1865.27,1863.06,1863.75,9803,4,0,1839.8488,1833.5205194805194,1
2023-10-10 05:00:00,1863.75,1864.64,1862.31,1862.97,5824,4,0,1840.6845999999998,1833.8980769230768,1
2023-10-10 06:00:00,1862.97,1863.75,1862.37,1862.46,4983,4,0,1841.5081999999998,1834.2596202531647,1
2023-10-10 07:00:00,1862.47,1862.54,1860.83,1860.87,3410,4,0,1842.3116,1834.5922500000001,1
2023-10-10 08:00:00,1860.87,1862.18,1859.84,1860.8,4866,4,0,1843.0713999999998,1834.9158024691358,1
2023-10-10 09:00:00,1860.81,1862.04,1855.18,1856.56,13094,4,0,1843.7256,1835.1797560975608,1
2023-10-10 10:00:00,1856.54,1857.99,1855.27,1857.37,11342,4,0,1844.3929999999998,1835.4471084337347,1
2023-10-10 11:00:00,1857.39,1859.8,1855.42,1858.56,11444,3,0,1845.1084,1835.722261904762,1
2023-10-10 12:00:00,1858.56,1859.63,1857.59,1858.32,7697,4,0,1845.8476,1835.9881176470587,1
2023-10-10 13:00:00,1858.32,1858.42,1856.37,1856.71,6359,4,0,1846.5934,1836.229069767442,1
2023-10-10 14:00:00,1856.71,1857.45,1854.88,1857.18,7362,4,0,1847.3088,1836.4698850574714,1
2023-10-10 15:00:00,1857.19,1857.71,1853.0,1854.54,16716,4,0,1847.961,1836.6752272727274,1
2023-10-10 16:00:00,1854.54,1857.61,1853.1,1857.49,21288,4,0,1848.7008,1836.9091011235955,1
2023-10-10 17:00:00,1857.47,1858.84,1853.33,1856.53,19881,4,0,1849.3792,1837.1271111111112,1
2023-10-10 18:00:00,1856.55,1862.33,1856.01,1861.3,14868,4,0,1850.1798000000001,1837.392747252747,1
2023-10-10 19:00:00,1861.33,1862.53,1858.39,1861.92,11305,4,0,1851.116,1837.659347826087,1
2023-10-10 20:00:00,1861.97,1862.77,1858.24,1858.5,10740,4,0,1851.8612,1837.8834408602152,1
2023-10-10 21:00:00,1858.49,1860.21,1858.1,1859.38,5578,4,0,1852.5772,1838.1121276595745,1
2023-10-10 22:00:00,1859.41,1860.41,1858.37,1860.14,4542,4,0,1853.1273999999999,1838.3439999999998,1
2023-10-10 23:00:00,1860.14,1860.77,1859.64,1860.42,2033,4,0,1853.7516,1838.5739583333334,1
2023-10-11 01:00:00,1859.96,1860.45,1858.88,1859.81,963,4,0,1854.3108000000002,1838.7928865979381,1
2023-10-11 02:00:00,1859.8,1860.7,1859.64,1859.67,1529,4,0,1854.8664,1839.0059183673468,1
2023-10-11 03:00:00,1859.66,1862.13,1859.54,1860.99,3889,4,0,1855.4971999999998,1839.22797979798,1
2023-10-11 04:00:00,1860.95,1861.86,1860.29,1861.65,6392,4,0,1856.0934,1839.4522,1
2023-10-11 05:00:00,1861.65,1862.05,1859.78,1861.48,3826,4,0,1856.3283999999999,1839.670297029703,1
2023-10-11 06:00:00,1861.48,1861.5,1859.75,1860.09,3848,4,0,1856.5711999999999,1839.8704901960784,1
2023-10-11 07:00:00,1860.1,1860.67,1859.44,1859.73,2096,4,0,1856.7182,1840.0633009708738,1
2023-10-11 08:00:00,1859.73,1860.64,1858.61,1859.46,3939,4,0,1856.9268,1840.2498076923077,1
2023-10-11 09:00:00,1859.46,1863.73,1858.81,1862.56,8200,4,0,1857.1687999999997,1840.4622857142858,1
2023-10-11 10:00:00,1862.54,1868.18,1862.43,1867.99,12959,4,0,1857.5063999999998,1840.7219811320754,1
2023-10-11 11:00:00,1867.96,1869.87,1866.91,1869.56,10796,4,0,1857.8875999999998,1840.9914953271027,1
2023-10-11 12:00:00,1869.57,1871.1,1869.04,1870.48,7669,4,0,1858.2606,1841.2645370370371,1
2023-10-11 13:00:00,1870.47,1874.76,1869.9,1873.97,7319,4,0,1858.7387999999999,1841.5645871559634,1
2023-10-11 14:00:00,1873.97,1874.6,1870.89,1871.0,8222,4,0,1859.1491999999998,1841.8321818181819,1
2023-10-11 15:00:00,1870.99,1873.04,1867.33,1872.83,21169,4,0,1859.5966,1842.1114414414415,1
2023-10-11 16:00:00,1872.84,1875.06,1868.17,1872.21,23258,4,0,1860.0166,1842.3801785714284,1
2023-10-11 17:00:00,1872.21,1872.46,1869.06,1871.18,20400,4,0,1860.4373999999998,1842.6350442477876,1
2023-10-11 18:00:00,1871.18,1873.7,1869.52,1873.04,13571,4,0,1860.8978,1842.9017543859648,1
2023-10-11 19:00:00,1873.05,1877.2,1872.87,1874.34,8555,4,0,1861.4245999999998,1843.1751304347827,1
2023-10-11 20:00:00,1874.35,1874.76,1870.81,1871.98,9288,4,0,1861.9568,1843.423448275862,1
2023-10-11 21:00:00,1872.05,1873.4,1870.97,1872.46,8128,4,0,1862.3642000000002,1843.6716239316238,1
2023-10-11 22:00:00,1872.46,1874.26,1872.4,1873.61,5295,4,0,1862.8046,1843.9253389830508,1
2023-10-11 23:00:00,1873.61,1874.55,1873.41,1874.27,1804,8,0,1863.2888,1844.1803361344537,1
2023-10-12 01:00:00,1874.63,1875.36,1873.9,1874.64,1212,5,0,1863.6918000000003,1844.4341666666667,1
2023-10-12 02:00:00,1874.62,1875.7,1874.59,1875.28,774,8,0,1864.0554000000002,1844.689090909091,1
2023-10-12 03:00:00,1875.28,1876.65,1874.76,1875.42,3428,4,0,1864.2978,1844.9409836065572,1
2023-10-12 04:00:00,1875.43,1878.75,1874.47,1877.45,6194,4,0,1864.6198000000002,1845.2052845528456,1
2023-10-12 05:00:00,1877.46,1878.03,1875.64,1876.83,4614,4,0,1864.9272,1845.460322580645,1
2023-10-12 06:00:00,1876.82,1878.12,1876.73,1877.72,3228,4,0,1865.2305999999999,1845.7184,1
2023-10-12 07:00:00,1877.72,1879.12,1876.8,1878.91,2102,4,0,1865.5276000000001,1845.9818253968253,1
2023-10-12 08:00:00,1878.9,1880.13,1878.4,1880.11,3801,4,0,1865.8547999999998,1846.2505511811023,1
2023-10-12 09:00:00,1880.16,1882.63,1878.6,1882.16,7362,4,0,1866.2386,1846.53109375,1
2023-10-12 10:00:00,1882.15,1882.67,1878.75,1878.88,8364,4,0,1866.567,1846.781860465116,1
2023-10-12 11:00:00,1878.87,1881.54,1878.65,1880.34,7192,4,0,1866.9563999999998,1847.0400000000002,1
2023-10-12 12:00:00,1880.35,1882.11,1879.59,1880.94,5268,4,0,1867.3592,1847.2987786259544,1
2023-10-12 13:00:00,1880.97,1882.73,1880.62,1881.4,5299,4,0,1867.8559999999998,1847.5571212121213,1
2023-10-12 14:00:00,1881.39,1884.51,1881.17,1883.56,6697,4,0,1868.3798000000002,1847.8278195488722,1
2023-10-12 15:00:00,1883.58,1885.12,1875.3,1879.06,25957,4,0,1868.7898,1848.0608955223881,1
2023-10-12 16:00:00,1879.05,1880.05,1872.86,1873.82,26357,4,0,1869.0997999999997,1848.2517037037037,1
2023-10-12 17:00:00,1873.8,1876.65,1871.17,1872.18,20688,4,0,1869.4092,1848.4276470588236,1
2023-10-12 18:00:00,1872.19,1873.4,1870.68,1872.34,13950,4,0,1869.7124,1848.602189781022,1
2023-10-12 19:00:00,1872.35,1873.67,1870.99,1871.44,9484,4,0,1870.0504,1848.7676811594204,1
2023-10-12 20:00:00,1871.45,1872.04,1868.02,1868.98,14256,4,0,1870.2802,1848.9130935251799,1
2023-10-12 21:00:00,1868.96,1870.68,1867.91,1868.44,7925,4,0,1870.5184,1849.0525714285714,1
2023-10-12 22:00:00,1868.44,1870.12,1868.16,1868.38,4902,4,0,1870.66,1849.1896453900708,1
2023-10-12 23:00:00,1868.36,1869.06,1868.32,1868.73,1797,6,0,1870.7962,1849.3272535211265,1
2023-10-13 01:00:00,1869.07,1871.17,1868.94,1869.7,1537,5,0,1871.0202,1849.4697202797201,1
2023-10-13 02:00:00,1869.71,1871.21,1869.66,1870.58,851,8,0,1871.2442,1849.6163194444443,1
2023-10-13 03:00:00,1870.58,1872.65,1870.13,1872.59,3843,4,0,1871.4932000000001,1849.77475862069,1
2023-10-13 04:00:00,1872.59,1873.06,1871.37,1872.0,4448,4,0,1871.7247999999997,1849.92698630137,1
2023-10-13 05:00:00,1872.0,1873.64,1871.64,1873.41,3778,5,0,1871.9968,1850.0867346938776,1
2023-10-13 06:00:00,1873.42,1874.03,1872.64,1873.7,2244,4,0,1872.2774,1850.2462837837838,1
2023-10-13 07:00:00,1873.65,1876.81,1873.6,1876.35,3353,4,0,1872.5846000000001,1850.4214765100671,1
2023-10-13 08:00:00,1876.35,1878.07,1876.01,1877.08,4063,4,0,1872.8932,1850.5992,1
2023-10-13 09:00:00,1877.09,1878.02,1875.71,1876.97,7356,4,0,1873.2030000000002,1850.7738410596025,1
2023-10-13 10:00:00,1877.0,1883.17,1876.79,1882.16,10087,4,0,1873.6444000000001,1850.9803289473684,1
2023-10-13 11:00:00,1882.14,1884.97,1882.01,1883.84,8343,4,0,1874.1266,1851.1950980392155,1
2023-10-13 12:00:00,1883.82,1888.21,1882.44,1887.6,8279,4,0,1874.6894,1851.4314935064936,1
2023-10-13 13:00:00,1887.61,1889.93,1886.66,1887.63,8048,4,0,1875.1908,1851.6650322580647,1
2023-10-13 14:00:00,1887.62,1899.93,1887.39,1896.52,12298,4,0,1875.7614,1851.9525641025639,1
2023-10-13 15:00:00,1896.52,1919.22,1896.47,1913.37,27706,2,0,1876.6376,1852.3437579617832,1
2023-10-13 16:00:00,1913.42,1913.45,1905.57,1910.64,28102,4,0,1877.4408,1852.7127215189873,1
2023-10-13 17:00:00,1910.66,1921.03,1907.5,1920.84,27850,4,0,1878.3782,1853.1411949685535,1
2023-10-13 18:00:00,1920.85,1923.2,1917.15,1922.99,17509,4,0,1879.4180000000001,1853.57775,1
2023-10-13 19:00:00,1923.04,1927.5,1922.44,1927.17,11821,4,0,1880.5048000000002,1854.0348447204967,1
2023-10-13 20:00:00,1927.18,1929.92,1926.84,1928.35,9937,4,0,1881.6276,1854.4935802469138,1
2023-10-13 21:00:00,1928.32,1930.79,1927.68,1928.69,6068,4,0,1882.7778,1854.948773006135,1
2023-10-13 22:00:00,1928.7,1928.93,1927.79,1928.39,3838,4,0,1883.8847999999998,1855.3965853658535,1
2023-10-13 23:00:00,1928.39,1932.41,1928.09,1932.41,1830,8,0,1885.0462,1855.8633333333335,1
2023-10-16 01:00:00,1925.94,1927.68,1921.11,1924.39,3568,10,0,1886.0944,1856.2761445783135,1
2023-10-16 02:00:00,1924.43,1926.42,1921.53,1925.76,4644,10,0,1887.1604,1856.6922155688621,1
2023-10-16 03:00:00,1925.76,1926.0,1921.43,1921.7,4655,4,0,1888.1222,1857.0791666666667,1
2023-10-16 04:00:00,1921.7,1923.52,1920.38,1920.5,4953,4,0,1889.0467999999998,1857.4544378698224,1
2023-10-16 05:00:00,1920.5,1921.51,1918.43,1920.49,3420,4,0,1889.9637999999998,1857.8252352941174,1
2023-10-16 06:00:00,1920.48,1920.52,1918.07,1920.08,3269,4,0,1890.8597999999997,1858.189298245614,1
2023-10-16 07:00:00,1920.07,1920.43,1919.03,1920.14,2054,4,0,1891.7541999999999,1858.549476744186,1
2023-10-16 08:00:00,1920.16,1920.18,1914.28,1914.98,4190,4,0,1892.5048000000002,1858.8756647398843,1
2023-10-16 09:00:00,1914.88,1915.84,1909.23,1909.97,9361,4,0,1893.1676,1859.1693103448276,1
2023-10-16 10:00:00,1909.95,1912.34,1908.2,1911.43,10811,4,0,1893.8418,1859.467942857143,1
2023-10-16 11:00:00,1911.45,1913.56,1909.95,1911.63,8451,4,0,1894.4962,1859.7643181818182,1
2023-10-16 12:00:00,1911.61,1916.54,1911.24,1916.19,6545,4,0,1895.2178000000004,1860.083107344633,1
2023-10-16 13:00:00,1916.19,1918.39,1914.49,1918.0,5521,4,0,1895.9346000000003,1860.4084831460675,1
2023-10-16 14:00:00,1917.98,1918.28,1914.78,1915.63,6773,4,0,1896.6696,1860.7169832402235,1
2023-10-16 15:00:00,1915.63,1924.63,1914.62,1918.7,17688,2,0,1897.4368,1861.039111111111,1
2023-10-16 16:00:00,1918.72,1921.27,1914.42,1917.96,17659,4,0,1898.1772,1861.353591160221,1
2023-10-16 17:00:00,1917.96,1920.38,1916.24,1918.16,16317,4,0,1898.9124000000002,1861.665714285714,1
2023-10-16 18:00:00,1918.16,1922.35,1917.98,1921.48,9665,4,0,1899.6707999999999,1861.992568306011,1
2023-10-16 19:00:00,1921.49,1922.04,1920.34,1921.91,5739,4,0,1900.5278,1862.318206521739,1
2023-10-16 20:00:00,1921.92,1922.8,1918.57,1919.16,5756,4,0,1901.4346000000003,1862.6254594594595,1
2023-10-16 21:00:00,1919.18,1919.7,1918.7,1919.07,2704,4,0,1902.3724,1862.9289247311829,1
2023-10-16 22:00:00,1919.09,1920.73,1917.86,1918.97,3411,4,0,1903.305,1863.2286096256685,1
2023-10-16 23:00:00,1918.96,1920.06,1918.91,1920.06,1100,8,0,1904.2774,1863.5309042553192,1
2023-10-17 01:00:00,1919.98,1920.96,1918.79,1918.87,1659,5,0,1905.2752000000003,1863.8237037037036,1
2023-10-17 02:00:00,1918.86,1921.78,1918.78,1919.41,1447,8,0,1906.2946,1864.1162631578948,1
2023-10-17 03:00:00,1919.41,1920.03,1914.32,1916.6,4153,4,0,1907.259,1864.3910471204188,1
2023-10-17 04:00:00,1916.59,1917.6,1913.32,1915.1,4776,4,0,1908.1863999999998,1864.65515625,1
2023-10-17 05:00:00,1915.1,1915.2,1912.41,1914.79,3677,4,0,1909.0882000000001,1864.9149222797928,1
2023-10-17 06:00:00,1914.79,1916.79,1914.34,1916.77,3414,4,0,1910.0120000000002,1865.1822164948453,1
2023-10-17 07:00:00,1916.87,1916.99,1914.46,1914.7,1905,5,0,1910.8542000000002,1865.4361538461537,1
2023-10-17 08:00:00,1914.71,1916.82,1914.24,1916.43,3445,4,0,1911.7428,1865.6963265306122,1
2023-10-17 09:00:00,1916.43,1918.08,1915.6,1917.39,4738,4,0,1912.6224,1865.958730964467,1
2023-10-17 10:00:00,1917.39,1921.4,1917.15,1920.07,7831,4,0,1913.5498,1866.2320202020203,1
2023-10-17 11:00:00,1920.0,1920.57,1918.64,1919.26,6274,4,0,1914.408,1866.4984924623116,1
2023-10-17 12:00:00,1919.28,1923.78,1918.89,1923.01,5664,4,0,1915.3266,1866.78105,1
2023-10-17 13:00:00,1923.04,1926.56,1922.59,1923.49,7757,4,0,1916.2569999999998,1867.30665,1
2023-10-17 14:00:00,1923.51,1925.61,1922.22,1924.07,5643,4,0,1917.0952000000002,1867.8389500000003,1
2023-10-17 15:00:00,1924.07,1929.03,1919.15,1926.01,17589,4,0,1917.9386,1868.3524000000002,1
2023-10-17 16:00:00,1926.03,1931.57,1920.89,1927.82,21489,3,0,1918.7430000000002,1868.8859999999997,1
2023-10-17 17:00:00,1927.91,1930.97,1922.73,1924.05,20439,4,0,1919.4714,1869.3942000000002,1
2023-10-17 18:00:00,1924.06,1926.91,1923.1,1926.83,12486,4,0,1920.0775999999998,1869.9156999999998,1
2023-10-17 19:00:00,1926.85,1926.89,1923.06,1924.14,8507,4,0,1920.293,1870.40815,1
2023-10-17 20:00:00,1924.12,1925.14,1919.69,1919.87,6429,4,0,1920.4776000000002,1870.8671,1
2023-10-17 21:00:00,1919.88,1922.11,1919.16,1922.0,5370,4,0,1920.5008000000003,1871.3461499999999,1
2023-10-17 22:00:00,1922.03,1925.15,1921.87,1922.67,4676,4,0,1920.4944,1871.8180499999999,1
2023-10-17 23:00:00,1922.68,1923.29,1922.13,1923.05,1818,5,0,1920.412,1872.2949500000002,1
2023-10-18 01:00:00,1923.91,1925.54,1923.28,1924.87,1007,5,0,1920.3424,1872.78775,1
2023-10-18 02:00:00,1924.91,1925.49,1924.05,1924.71,1225,5,0,1920.2628,1873.3,1
2023-10-18 03:00:00,1924.75,1928.28,1923.82,1927.41,3854,4,0,1920.2432000000001,1873.8335,1
2023-10-18 04:00:00,1927.42,1940.41,1926.91,1939.06,9653,4,0,1920.3762,1874.4294,1
2023-10-18 05:00:00,1939.1,1942.91,1935.8,1937.26,8193,4,0,1920.6336000000001,1875.0057000000002,1
2023-10-18 06:00:00,1937.25,1938.09,1935.24,1937.5,3904,4,0,1920.8684,1875.5770000000002,1
2023-10-18 07:00:00,1937.5,1938.62,1936.74,1938.07,2283,4,0,1921.1958,1876.1521500000003,1
2023-10-18 08:00:00,1938.04,1939.7,1936.45,1937.11,4477,4,0,1921.5279999999998,1876.7592000000002,1
2023-10-18 09:00:00,1937.08,1938.75,1935.12,1936.1,7261,4,0,1921.8402,1877.33625,1
2023-10-18 10:00:00,1936.11,1940.04,1935.59,1939.66,8471,4,0,1922.2318000000002,1877.9349000000002,1
2023-10-18 11:00:00,1939.66,1939.76,1937.28,1938.43,6671,4,0,1922.5976,1878.5494,1
2023-10-18 12:00:00,1938.43,1946.14,1938.33,1944.32,7414,4,0,1923.1844,1879.1802500000003,1
2023-10-18 13:00:00,1944.32,1945.37,1942.59,1945.28,5091,4,0,1923.8906,1879.8110000000001,1
2023-10-18 14:00:00,1945.29,1947.49,1944.21,1946.22,5764,4,0,1924.5864000000001,1880.4408,1
2023-10-18 15:00:00,1946.23,1950.14,1944.82,1948.88,15624,3,0,1925.3313999999998,1881.08345,1
2023-10-18 16:00:00,1948.85,1962.67,1947.18,1957.14,22589,4,0,1926.1503999999998,1881.76795,1
2023-10-18 17:00:00,1957.14,1958.83,1943.57,1947.02,25598,2,0,1926.7307999999998,1882.39715,1
2023-10-18 18:00:00,1947.02,1947.45,1938.29,1945.22,16549,4,0,1927.3226000000002,1883.01685,1
2023-10-18 19:00:00,1945.21,1950.49,1944.66,1949.89,9701,4,0,1927.9464,1883.6628,1
2023-10-18 20:00:00,1949.88,1956.62,1949.54,1954.04,10904,4,0,1928.668,1884.31895,1
2023-10-18 21:00:00,1954.05,1954.18,1948.84,1950.58,5943,4,0,1929.3164,1884.9525999999998,1
2023-10-18 22:00:00,1950.55,1951.66,1948.58,1950.42,4627,4,0,1929.8952,1885.5847,1
2023-10-18 23:00:00,1950.42,1950.67,1947.36,1947.62,2694,5,0,1930.4094,1886.20885,1
2023-10-19 01:00:00,1947.76,1950.94,1947.28,1949.64,1445,5,0,1931.019,1886.85025,1
2023-10-19 02:00:00,1949.66,1951.6,1949.66,1950.81,1547,5,0,1931.6538,1887.5071999999998,1
2023-10-19 03:00:00,1950.82,1953.33,1948.67,1950.17,3943,4,0,1932.2778,1888.151,1
2023-10-19 04:00:00,1950.16,1951.71,1946.23,1948.27,5286,4,0,1932.842,1888.7827,1
2023-10-19 05:00:00,1948.28,1950.07,1947.77,1949.65,3457,4,0,1933.4575999999997,1889.42845,1
2023-10-19 06:00:00,1949.55,1950.71,1945.25,1946.37,3613,4,0,1933.9968,1890.04725,1
2023-10-19 07:00:00,1946.36,1948.92,1945.32,1948.14,2561,4,0,1934.6276,1890.6816000000001,1
